,artist,song,uri
1068,Kidz Bop Kids,Levitating,spotify:track:5vO3PsY6QhMkvMFyDdkxvt
1069,Dua Lipa,Levitating (feat. DaBaby) - Don Diablo Remix,spotify:track:0QGl113Wm50br1F5V6kIt2
1070,Internet Money,Lemonade,spotify:track:02kDW379Yfd5PzW5A6vuGt
1071,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",spotify:track:7hxHWCCAIIxFLCzvDgnQHX
1072,Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],spotify:track:5sBplhIrmzA4kQGyIOpmDf
1073,Beyoncé,Formation,spotify:track:6g0Orsxv6glTJCt4cHsRsQ
1074,Tay-K,Lemonade,spotify:track:26qQf1Wmyy3ZZkagqCu5kp
1075,Miley Cyrus,Prisoner (feat. Dua Lipa),spotify:track:5JqZ3oqF00jkT81foAFvqg
1076,The Weeknd,Prisoner,spotify:track:1gZADNt16Oh23jWyMYRk4p
1077,Miley Cyrus,Prisoner (feat. Dua Lipa),spotify:track:2Oycxb8QbPkpHTo8ZrmG0B
1078,Dance Gavin Dance,Prisoner,spotify:track:2t2MD9sVs9PO1H3yphwWm2
1079,Miley Cyrus,Prisoner (feat. Dua Lipa),spotify:track:1V4uMdCH6aDZire0vVqnXW
1080,DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,spotify:track:7o4gBbTM6UBLkOYPw9xMCz
1081,DDG,Moonwalking in Calabasas,spotify:track:3U5eLgmyGEAFEGjDQBcHEh
1082,DDG,Moonwalking in Calabasas - YG Remix,spotify:track:0Ho6FZYMzklqIlRaa9LRR3
1083,DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,spotify:track:73xjJ1TIE6WP3HNKczQE4F
1084,DDG,Moonwalking in Calabasas Remix,spotify:track:4HMFQ406JW9C5qJwo0qnz9
1085,SZA,Good Days,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A
1086,Lofi Fruits Music,Good Days,spotify:track:5FFSjIUn0VglMDCcUwCob0
1087,Gorillaz,Feel Good Inc.,spotify:track:0d28khcov6AiegSCpG5TuT
1088,keshi,good days,spotify:track:6P0jAi154fKuksoKN6ePcR
1089,Macklemore,Good Old Days (feat. Kesha),spotify:track:2Za1AlJNvksouPPWbXpR2X
1090,Jack Harlow,Tyler Herro,spotify:track:4DuUwzP4ALMqpquHU0ltAB
1091,weback,Tyler Herro,spotify:track:6Crq7QJEyGeAJUuviHH5gh
1092,Jack Harlow,Tyler Herro,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ
1093,Diamond Audio,Tyler Herro - Instrumental,spotify:track:3F23r7yTYx68GSeNqIfvcJ
1094,Jack Harlow,Tyler Herro,spotify:track:7oHmtTCo9RpZFgwA203wIR
1095,Jack Harlow,Way Out (feat. Big Sean),spotify:track:6rLi6PyWXu1rPlShuIZpj6
1096,Josh Thompson,Way Out Here,spotify:track:3E9kjnz0hjlCAaNkpDAJLG
1097,Lil Durk,Finesse Out The Gang Way (feat. Lil Baby),spotify:track:15bnyEOUVRkwWlxR4F7xzF
1098,Lord Huron,Way out There,spotify:track:1cS1SMKBkrqFGVIjUXbWAm
1099,Jack Harlow,Way Out (feat. Big Sean),spotify:track:57VeLYXrvNxe8Vs18K2M9W
1100,The Weeknd,Save Your Tears,spotify:track:5QO79kh1waicV47BqGRL3g
1101,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),spotify:track:37BZB0z9T8Xu7U3e65qxFy
1102,Lofi Fruits Music,Save Your Tears,spotify:track:7aXgt6bprirdbZrrC0fsqx
1103,The Weeknd,Save Your Tears,spotify:track:2ExKb6Ag2WXob6FpkSeXhE
1104,Boyce Avenue,Save Your Tears,spotify:track:45SbQo5bq8f0hNdB70IyFC
1105,Jawsh 685,Savage Love (Laxed - Siren Beat),spotify:track:1xQ6trAsedVPCdbtDAmk0c
1106,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],spotify:track:4TgxFMOn5yoESW6zCidCXL
1107,Flying Fingers,Savage Love - Laxed - Siren Beat [Piano Version],spotify:track:4vkJ4vIyUsgzMAQbLibE7w
1108,Jawsh 685,Savage Love (Laxed - Siren Beat),spotify:track:5T490vvoFNU6psep0NPmxs
1109,Pianoholic,Savage Love (Laxed / Siren Beat),spotify:track:2h7D3AhbPEvd1qYIZtoWa8
1110,Harry Styles,Watermelon Sugar,spotify:track:6UelLqGlWMcVH1E5c4H7lY
1111,Lofi Fruits Music,Watermelon Sugar,spotify:track:6pp3f70u6SFW0nEIJo5utg
1112,Harry Styles,Watermelon Sugar,spotify:track:1e9oZCCiX42nJl0AcqriVo
1113,Koosen,Watermelon Sugar,spotify:track:4Sxi4nG2DBlcO87H1sgP2A
1114,Maddie & Tae,Watermelon Sugar (featuring Avenue Beat),spotify:track:6pPD1k342KK4fMU6xPHufi
1115,Morgan Wallen,More Than My Hometown,spotify:track:5OELUCYgOHKFAvCERnAvfS
1116,Linghangingom Croninksby,More Than My Hometown,spotify:track:3dQC7dAdkq9qIeW00ed4lO
1117,Morgan Wallen,More Than My Hometown,spotify:track:0eBXyY4SatzpE7opnzgXvz
1118,Morgan Wallen,More Than My Hometown,spotify:track:5pvtbVMatboYksQ0xmPmdp
1119,Morgan Wallen,More Than My Hometown,spotify:track:65mMCEOu5Ll1DBAfEUmerU
1120,H.E.R.,Damage,spotify:track:0KS2h61pHQ4WmOwruD7uxD
1121,Kid Cudi,Damaged,spotify:track:2n7Ao4nyESBa5ti8gcAbBt
1122,Pink Floyd,Brain Damage,spotify:track:05uGBKRCuePsf43Hfm0JwX
1123,Danity Kane,Damaged,spotify:track:4yHFxB8kzzeuNvoouR8N0N
1124,bülow,You & Jennifer,spotify:track:0g21KZ1XJuhwexWPLpuEt1
1125,Black Eyed Peas,GIRL LIKE ME,spotify:track:1zLBsSVxETQOfINOLYvT5m
1126,Jazmine Sullivan,Girl Like Me (feat. H.E.R.),spotify:track:2sXydP9vPEYUH4uAWotuGu
1127,Tyga,Taste (feat. Offset),spotify:track:5IaHrVsrferBYDm0bDyABy
1128,Kidz Bop Kids,Girl Like Me,spotify:track:2nYxB1rkxLsvWdifyKxv8w
1129,Rihanna,What's My Name?,spotify:track:6DkXLzBQT7cwXmTyzAB1DJ
1130,21 Savage,Mr. Right Now (feat. Drake),spotify:track:4Q34FP1AT7GEl9oLgNtiWj
1131,Ty March.,Mr. Right Now,spotify:track:7zDSKVYWK4vTM2dxvIP0I6
1132,Midland,Mr. Lonely,spotify:track:6V6Fma9lttQBnIaeHdZ4eC
1133,21 Savage,Mr. Right Now [ChopNotSlop Remix] (feat. Drake),spotify:track:74Xq55d0irPDchHgYMBSHV
1134,21 Savage,Mr. Right Now (feat. Drake),spotify:track:7ePrKMF7lpHkigDa8AmmyE
1135,Cardi B,WAP (feat. Megan Thee Stallion),spotify:track:4Oun2ylbjFKMPTiaSbbCih
1136,Koosen,WAP,spotify:track:4fNTitdIzXrrMMOQ29rMgB
1137,Cardi B,WAP,spotify:track:19a4PKA4fvFKLBMZ1iLINY
1138,Drake,Wants and Needs (feat. Lil Baby),spotify:track:65OVbaJR5O1RmwOQx0875b
1139,Fetty Wap,Trap Queen,spotify:track:2d8JP84HNLKhmd6IYOoupQ
1140,The Kid LAROI,WITHOUT YOU,spotify:track:27OeeYzk6klgBh83TSvGMA
1141,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),spotify:track:1EHUQesfVKwbthtNcpBi9g
1142,Avicii,Without You,spotify:track:00iJgxC1yHAXhnSgAb3sO8
1143,3 Doors Down,Here Without You,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4
1144,Luke Combs,Without You,spotify:track:3zxAw8PaqpeGZ3Pakkxv3J
1145,Lil Durk,Backdoor,spotify:track:1MUsTqcuOaBeMnEL73K4fS
1146,Shoreline Mafia,Backdoor,spotify:track:2kSCBufwRjRP41TOyPPCkF
1147,Lil Durk,Backdoor,spotify:track:56MHJngdSUYD1XL2deCvZQ
1148,Nate Dogg,Backdoor,spotify:track:3f43wjAoXDHj1VFSwmd8yV
1149,Lil Durk,Backdoor,spotify:track:2Ntnjpd4ycYd1XTkalI87c
1150,Russell Dickerson,Love You Like I Used To,spotify:track:1D7cfiC5mxqHfTCcOiRBej
1151,Harrison Steele,Love You Like I Used To,spotify:track:4jdVvEKFx5cv5p9awnN1Jn
1152,Russell Dickerson,Love You Like I Used To,spotify:track:5oVEXLYT47mTPnHwTGHciX
1153,Kyle McNeill,I Don't Love You Like I Used To,spotify:track:7ak1OmWq5JxsDkZVNknZd7
1154,J.I the Prince of N.Y,Used To,spotify:track:55rNDUy2Q2FDwbAT9BQwAq
1155,Chris Brown,Go Crazy,spotify:track:1IIKrJVP1C9N7iPtG6eOsK
1156,Chris Brown,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",spotify:track:1Jz1yhcPm1Yt6aoed3zact
1157,DJ Khaled,WE GOING CRAZY (feat. H.E.R. & Migos),spotify:track:6BvcWv1vfVJSoWix7L5BAP
1158,Lil Tjay,Go Crazy,spotify:track:3yLihVmeyZlulIVvHmJF7N
1159,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),spotify:track:1ACZpHI5vZ5Ea4xGlkdGWM
1160,Justin Bieber,Anyone,spotify:track:31qCy5ZaophVA81wtlwLc4
1161,Justin Bieber,Anyone,spotify:track:79j8L6cDJkdN9vaJEx4lPS
1162,Demi Lovato,Anyone,spotify:track:3XabMu0mJaQmrqz57UkEZI
1163,Justin Bieber,Anyone,spotify:track:6JOxlb0JG2EawxGbT9TgZq
1164,The Moldy Peaches,Anyone Else But You,spotify:track:2pKi1lRvXNASy7ybeQIDTy
1165,Miley Cyrus,Midnight Sky,spotify:track:27ycaQnQAxaPiyeg3nr2aB
1166,Elijah Lee,Midnight Sky,spotify:track:6YfWuCBQUUjKaFPKp3Y15K
1167,Miley Cyrus,Midnight Sky,spotify:track:4i2qxFEVVUi8yOYoxB8TCX
1168,Kidz Bop Kids,Midnight Sky,spotify:track:6SA0ceSATdlyh6SzP9Jd2f
1169,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),spotify:track:5l0nX3AhmmF717aKSs8qSH
1170,Florida Georgia Line,Long Live,spotify:track:0YfRAYTNTNszGg8VARrSIH
1171,Taylor Swift,Long Live,spotify:track:7DjCRhhFo9PPzca1BjMLcf
1172,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",spotify:track:4X5f3vT8MRuXF68pfjNte5
1173,A$AP Rocky,Long Live A$AP,spotify:track:60Mq4EumvcSXznNugo9Op3
1174,Florida Georgia Line,Long Live,spotify:track:6ksTAT1N5qEnT49BWheXR2
1175,Taylor Swift,willow,spotify:track:0lx2cLdOt3piJbcaXIV74f
1176,WILLOW,Wait a Minute!,spotify:track:0y60itmpH0aPKsFiGxmtnh
1177,WILLOW,t r a n s p a r e n t s o u l feat.Travis Barker,spotify:track:1QL7nSDZCwZMnbisV4KOXt
1178,Taylor Swift,willow,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D
1179,Jaden,Summertime In Paris,spotify:track:6XNANAB7sFvkfho6bMCp7o
1180,Harry Styles,Golden,spotify:track:45S5WTQEGOB1VHr1Q4FuPl
1181,Kacey Musgraves,Golden Hour,spotify:track:0pMfPzdRiPAoSM9yWF4OcT
1182,Train,"Hey, Soul Sister",spotify:track:4HlFJV71xXKIGcU3kRyttv
1183,Jill Scott,Golden,spotify:track:0bHs3ly4Bv5BlzE3KrePfX
1184,The Stranglers,Golden Brown,spotify:track:2AX5E86cn9n2dgioZEjirI
1185,Bad Bunny,DÁKITI,spotify:track:47EiUVwUp4C9fGccaPuUCS
1186,Lofi Fruits Music,Dakiti,spotify:track:3Kq9aL23BItUwtivLHypoy
1187,Bad Bunny,DÁKITI,spotify:track:4MzXwWMhyBbmu6hOcLVD49
1188,Dame Dame,DÁKITI,spotify:track:4jK8BJWT0DBwTGZeVuhMpI
1189,Max + Johann,DÁKITI,spotify:track:1kJ7M3KH4fhbzIM0rB88uS
1190,Chris Lane,"Big, Big Plans",spotify:track:7yNJCsUH3tXlpQiHSsAc5l
1191,Chris Lane,"Big, Big Plans (Acoustic)",spotify:track:3thumKnUsEWWqSNRlADxZ8
1192,The Buttertones,Orpheus Under the Influence,spotify:track:7KwJrAQMoJyUEBes3evMLv
1193,Chris Lane,"Big, Big Plans (Live)",spotify:track:1pYRNzo6ejCRptvIURMdKh
1194,P-Lo,same squad,spotify:track:0YCl0i8CTDqtISiphhLIE8
1195,Ritt Momney,Put Your Records On,spotify:track:6AGOKlMZWLCaEJGnaROtF9
1196,Corinne Bailey Rae,Put Your Records On,spotify:track:2nGFzvICaeEWjIrBrL2RAx
1197,Formal Chicken,Put Your Records On,spotify:track:4Cet1pCx8FtxRdCylbeMjT
1198,Hippo Campus,Way It Goes,spotify:track:6CES1554HcWMIVroJfmmBm
1199,Aslove,Put Your Records On,spotify:track:02PBWoFb13jx6KVZOXf87G
1200,Justin Bieber,Lonely (with benny blanco),spotify:track:4y4spB9m0Q6026KfkAvy9Q
1201,Justin Bieber,Lonely,spotify:track:75oHaRJvNmDPiBm0xX39S4
1202,Noah Cyrus,Lonely,spotify:track:6U1iuA5QfzYRPJxvdcxqtf
1203,Justin Bieber,Lonely - Acoustic,spotify:track:0qgroaADtP0eZOY7Vja6c8
1204,Machine Gun Kelly,lonely,spotify:track:6EPxapAlha7pEyn5kXgW3R
1205,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S
1206,Grey,For The Night,spotify:track:4TEaJcvzB913p8iCoul3uJ
1207,M83,Midnight City,spotify:track:1eyzqe2QqGZUmfcPZtrIyt
1208,FINNEAS,Let's Fall in Love for the Night,spotify:track:7kQkmyoHCEqwe7QwDbkSXM
1209,42 Dugg,4 Da Gang (with Roddy Ricch),spotify:track:4KIkADzoVm3A10E9qyjsQ5
1210,Machine Gun Kelly,my ex's best friend (with blackbear),spotify:track:7kDUspsoYfLkWnZR7qwHZl
1211,Our Last Night,My Ex's Best Friend,spotify:track:6JKwPN8ThWw1ofH8BFMzXV
1212,Russ,Gone,spotify:track:7KKBCDuCq9bM7QKe4oM68H
1213,Machine Gun Kelly,my ex's best friend,spotify:track:4qnWSDlt8bi8mzIGnNwNPz
1214,Machine Gun Kelly,my ex's best friend (with blackbear),spotify:track:2pIAlUHOhM9ijF4kJr7ZNY
1215,Luke Combs,Better Together,spotify:track:6gdLyYNuhWBzqwlOFSsXC7
1216,Jack Johnson,Better Together,spotify:track:4VywXu6umkIQ2OS0m1I79y
1217,Lofi Fruits Music,Better Together,spotify:track:0PO1YxbnvzYayge7GgQFQ2
1218,Jack Johnson,Better Together,spotify:track:2rbBOkJEEI0S91t3STS6I2
1219,Us The Duo,Better Together,spotify:track:6huS9u0BDfeQHq0lObNLPl
1220,Shawn Mendes,Wonder,spotify:track:5KCbr5ndeby4y4ggthdiAb
1221,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),spotify:track:2eAZfqOm4EnOF9VvN50Tyc
1222,Oasis,Wonderwall - Remastered,spotify:track:7ygpwy2qP3NbrxVkHvUhXY
1223,Juice WRLD,Let Me Know (I Wonder Why Freestyle),spotify:track:3wwo0bJvDSorOpNfzEkfXx
1224,Eric Clapton,Wonderful Tonight,spotify:track:6zC0mpGYwbNTpk9SKwh08f
1225,Jhené Aiko,B.S. (feat. H.E.R.),spotify:track:63wx9vdskaXbYxyDx4oJCZ
1226,Jhené Aiko,B.S. (feat. Kehlani) - Remix,spotify:track:5wsHLrhch5EIS6nsgld6y2
1227,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),spotify:track:6fRxMU4LWwyaSSowV441IU
1228,"Tyler, The Creator",B.S.D.,spotify:track:6XOvMjNjLdTsolZGAy5w4s
1229,Bruno Mars,Leave The Door Open,spotify:track:7MAibcTli4IisCtbHKrGMh
1230,Popp Hunna,Adderall (Corvette Corvette),spotify:track:3aAmQOxRPeKDL0HMWFA5qn
1231,Popp Hunna,Adderall (Corvette Corvette) - Remix,spotify:track:2Y3USTCETS4xbjJOzT1Icm
1232,Popp Hunna,Adderall (Corvette Corvette) [feat. Lil Uzi Vert] - Remix,spotify:track:1MJP0iypb4krBFdn4wO9b7
1233,Popp Hunna,Adderall (Corvette Corvette),spotify:track:3PiATJqr7LzZfhKT9B18Rk
1234,Popp Hunna,Adderall (Corvette Corvette) [feat. Lil Uzi Vert] - Remix,spotify:track:64nONFbHRxFIqGwYYqZfol
1235,Pop Smoke,What You Know Bout Love,spotify:track:1tkg4EHVoqnhR6iFEXb60y
1236,Lofi Fruits Music,What You Know Bout Love,spotify:track:1mGQCICzUR9RGI5A0v5FFJ
1237,Pop Smoke,What You Know Bout Love,spotify:track:6s0KHY4zW45a2E3xHV2KPy
1238,Kyle Edwards,What You Know Bout Love (Jersey Club),spotify:track:5zTn5TJRkbS1YPBcrd4vzg
1239,Pop Smoke,What You Know Bout Love,spotify:track:2q7GkTlPqRuS3jSDKGcYhc
1240,Gabby Barrett,The Good Ones,spotify:track:3hLuHKzG1cmlRpq53ZVWd8
1241,Widowspeak,The Good Ones,spotify:track:3wDbyc59SQyOwwCDuhoA0E
1242,Luke Bryan,Drink A Beer,spotify:track:1PoGWZbJPGmViVi7CYbDUK
1243,Weezer,All the Good Ones,spotify:track:5jbF98Etpr6mBTwEZ5efyW
1244,Drake,Cameras / Good Ones Go Interlude - Medley,spotify:track:2FbGlEPAjNhWvrVvlentVq
1245,Matt Stell,Everywhere But On,spotify:track:0ifYeH4gNXEyba41xr3I1w
1246,Matt Stell,Everywhere But On - Acoustic,spotify:track:52truD0ZniJoPgtunohaT3
1247,Billy Joel,Miami 2017 (I've Seen the Lights Go Out on Broadway),spotify:track:4zVPevC2rE84lySHxX61Yr
1248,Ouest Country Musique,Everywhere But On,spotify:track:6R0nwm1QnHU33nGR3tnon9
1249,Jack Stauber's Micropop,Deploy,spotify:track:30juf1rcakingAACaMKPVg
1250,SZA,Hit Different,spotify:track:7Bar1kLTmsRmH6FCKKMEyU
1251,Trey Songz,Hit Different,spotify:track:1yZJ0GttdBhbE3coqc4em1
1252,DJ Snake,A Different Way,spotify:track:6jGxFKjtQgJIJUoDDGmla4
1253,Pootie P,Hit Different,spotify:track:44Y2Z3AHGEdM6LYx86t8wh
1254,Doug Stone,In a Different Light,spotify:track:5O0GOy0L0zfDTPv9eIApkg
1255,Luke Combs,Forever After All,spotify:track:6IBcOGPsniK3Pso1wHIhew
1256,Isabella Louviere,Forever After All,spotify:track:2OD9NdtNKOpo9x9pd4uSbM
1257,Paramore,Still into You,spotify:track:1yjY7rpaAQvKwpdUliHx0d
1258,Mystic Shiver,Forever After All - Metal Version,spotify:track:1letpZPTLcEomaRLIDeycx
1259,Mt. Joy,Let Loose,spotify:track:4xXglb2SBiHnqPMQiItlrG
1260,Ariana Grande,34+35,spotify:track:6Im9k8u9iIzKMrmV7BWtlF
1261,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",spotify:track:3jjBPF4NDMCU51psU8JPpR
1262,Xeno Z,34+35 Tik - Slowed,spotify:track:04MhFCidJs7bCOmI6QmeDg
1263,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",spotify:track:2sQH02O2HBCPJCztBrCWNa
1264,SuperFitness,34+35 - Workout Mix 132 bpm,spotify:track:6YoomIkKUBz2HZyfsIi571
1265,CJ,Whoopty,spotify:track:5vGLcdRuSbUhD8ScwsGSdA
1266,CJ,Whoopty (Latin Mix) [feat. Anuel AA and Ozuna],spotify:track:48MsdL5Med93EyIwINl5qY
1267,CJ,Whoopty,spotify:track:1t9WgS8FN0534tLBRwbaxO
1268,CJ,Whoopty NYC (feat. French Montana & Rowdy Rebel),spotify:track:7vIVJfg8xJQg4QTEGmFGfZ
1269,Steve Void,Whoopty,spotify:track:4kvIGK4U9FHP1vJKinzb76
1270,Jason Derulo,Take You Dancing,spotify:track:59qrUpoplZxbIZxk6X0Bm3
1271,Jason Derulo,Take You Dancing - R3HAB Remix,spotify:track:6BBD4ORMmIXeOND3kFQ1IB
1272,Jason Derulo,Take You Dancing,spotify:track:7cB9q3tG6wF4yGLGwWD2BG
1273,Jason Derulo,Take You Dancing - Bruno Martini Remix,spotify:track:4yWp3mTUYrzlqazZ588IQh
1274,Tyler Rich,Better Than You’re Used To,spotify:track:7stizS5H8h8ABU390mkhZC
1275,Yung Bleu,You're Mines Still,spotify:track:3wJ1OyP3Fugmi8t41e1zQ6
1276,Yung Bleu,You’re Mines Still (feat. Drake),spotify:track:7E2C5rBLpCKwQlhJPVFBRS
1277,Yung Bleu,You're Mines Still,spotify:track:4gajtLMenMT5vuJRUwzftk
1278,2000Baby,You're Mines Still (Remix),spotify:track:3IBmmgbFCmuxc0kHf2kM0I
1279,Yung Bleu,You’re Mines Still (feat. Drake),spotify:track:5dchdf3LoipmlZFKYm4xcE
1280,Ava Max,Kings & Queens,spotify:track:7a53HqqArd4b9NF4XAmlbI
1281,Outkast,Ms. Jackson,spotify:track:0I3q5fE6wg7LIfHGngUTnV
1282,Kidz Bop Kids,Kings & Queens,spotify:track:4wbEBmAhxOchkSdfltzavr
1283,Sam Tinnesz,Play with Fire (feat. Yacht Money),spotify:track:7vguMCv8uVuZLiQJ156u3Z
1284,Mat Kearney,Kings & Queens,spotify:track:0vy1K9FhCK8woHW7MKEcBG
1285,Kelsea Ballerini,hole in the bottle,spotify:track:2yySWxfeRN2QRZnFMnYMQl
1286,Kelsea Ballerini,hole in the bottle (with Shania Twain),spotify:track:2bV4NwncWMnVvcWyU2yxwB
1287,Kelsea Ballerini,hole in the bottle,spotify:track:2EzFVkHWMMWmdwW08AlCK8
1288,Kelsea Ballerini,hole in the bottle - ballerini album version,spotify:track:1f6BZccfonUYohfGJIeBR1
1289,Sarah Harmer,Basement Apt.,spotify:track:4l2ZwGfd6ugIZViw7dtV8K
1290,KAROL G,BICHOTA,spotify:track:7vrJn5hDSXRmdXoR30KgF1
1291,FrioLento,Bichota (Post-Punk),spotify:track:3o8tpXm59d9a8wulsGLZ3y
1292,KAROL G,BICHOTA,spotify:track:63algKnbz4NMu8ihJOp0KC
1293,Tabata Songs,Bichota (Tabata),spotify:track:2gkBUzKx0qkfgGqTSB22ro
1294,KAROL G,BICHOTA,spotify:track:0Z15d64TT2PjbyMHRCoX2v
1295,Lil Nas X,HOLIDAY,spotify:track:6zFMeegAMYQo0mt8rXtrli
1296,Green Day,Holiday,spotify:track:4VgEM12OeaN3GyBV487Me7
1297,Green Day,Holiday / Boulevard of Broken Dreams,spotify:track:0MsrWnxQZxPAcov7c74sSo
1298,Little Mix,Holiday,spotify:track:5428XgSLRJfpMRN3r6YXob
1299,J. Holiday,Bed,spotify:track:6TlRNJaezOdzdECnQeRuMM
1300,Lil Baby,On Me,spotify:track:4Iedi94TIaB2GGb1nMB68v
1301,Lil Baby,On Me (Remix) (with Megan Thee Stallion),spotify:track:589jILaMtVqRiVxubmnLiF
1302,Arctic Monkeys,Why'd You Only Call Me When You're High?,spotify:track:086myS9r57YsLbJpU0TgK9
1303,Thomas Rhett,On Me (feat. Ava Max),spotify:track:7k6tAZp4m93oswrPqSfBbc
1304,YNW Melly,Murder On My Mind,spotify:track:7eBqSVxrzQZtK2mmgRG6lC
1305,Luke Bryan,Down To One,spotify:track:6QpZSfLid1YZ6c01BvB5jH
1306,Melissa Etheridge,Down To One,spotify:track:4lac1AmNIi2qxWI3eZv330
1307,Jason Aldean,She's Country,spotify:track:0PspNrE4MSjr1JeB4OW0jn
1308,Audinaries,Down to One,spotify:track:2PUYOYqhidnumbklJqkiGX
1309,Creed,One Last Breath,spotify:track:42T2QQv3xgBlpQxaSP7lnK
1310,Darius Rucker,Beers And Sunshine,spotify:track:36ISlLb12gKuCCVTYXC0gb
1311,Commissioner Lo-Fi,Beers And Sunshine,spotify:track:0J0RvWvltfbEFXgpfV9DNG
1312,Darius Rucker,Beers And Sunshine,spotify:track:4Rz7DLpxX88O412r37V1Eo
1313,Darius Rucker,Beers And Sunshine,spotify:track:2tR1m6lRv9Lb6qKRn6Wzor
1314,Jesse Thune,Beers and Sunshine,spotify:track:6V9EHznXgCr4yI72zH5uj3
1315,YoungBoy Never Broke Again,Kacey Talk,spotify:track:1SF8piqsZWn86DajVKih8F
1316,selfmadekam,Kacey Talk (Remix),spotify:track:26Ai3gcjD4aIzGHCGuLQ2x
1317,Judah & the Lion,pictures feat. Kacey Musgraves,spotify:track:1zZIVe9x0JhdhpuQjLTjIM
1318,YoungBoy Never Broke Again,Kacey Talk,spotify:track:3198WvsY4b3XMP0lo36zSe
1319,YoungBoy Never Broke Again,Kacey Talk,spotify:track:4LsYnSidulxKpZu4pOzv5m
1320,Justin Bieber,Holy,spotify:track:1Oe6epuil8qP2yWsgejN3E
1321,Justin Bieber,Holy (feat. Chance The Rapper),spotify:track:5u1n1kITHCxxp8twBcZxWy
1322,Justin Bieber,Holy,spotify:track:0WsOfDApVckIHtg4VeJYAI
1323,JAY-Z,Holy Grail,spotify:track:37jTPJgwCCmIGMPB45jrPV
1324,Justin Bieber,Holy - Acoustic,spotify:track:2Gy4PPlkNVkqtdmP6T6e1o
1325,Megan Thee Stallion,Body,spotify:track:0A1hoCfMLkiAgvhWkkucJa
1326,Sam Hunt,Body Like A Back Road,spotify:track:7mldq42yDuxiUNn08nvzHO
1327,Loud Luxury,Body,spotify:track:21RzyxY3EFaxVy6K4RqaU9
1328,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",spotify:track:6uvMKqNlrSvcC4NaKnrwjZ
1329,DJ Khaled,"BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)",spotify:track:1IZGMPe57hATuLJgmMR4eP
1330,Lil Durk,Still Trappin' (with King Von),spotify:track:43BlKpJcSrC9AsJ3F1DKg9
1331,Lil Durk,Still Trappin',spotify:track:1hCbAGAfokUaLC7H29Lclm
1332,Lil Durk,Still Trappin',spotify:track:7utQunMMnJNdnzXk9WXHZc
1333,Producer Data,Still Trapping,spotify:track:4CiBMd4hFGTVLJdixDoEtJ
1334,Lil Durk,Still Trappin' (with King Von),spotify:track:52ZfuQQ3k9j7LWxXSwZFFa
1335,DaBaby,ROCKSTAR (feat. Roddy Ricch),spotify:track:7ytR5pFWmSjzHJIeQkgog4
1336,DaBaby,ROCKSTAR,spotify:track:5d07Q8QGaQxl94jWWnDFcv
1337,Post Malone,rockstar (feat. 21 Savage),spotify:track:0e7ipj03S05BNilyu5bRzt
1338,DaBaby,ROCKSTAR,spotify:track:49bASSwd2iB1MNAH6I1YGX
1339,Nickelback,Rockstar,spotify:track:6n9yCXvLhnYMgJIiIcMu7D
1340,Gabby Barrett,I Hope,spotify:track:23T0OX7QOiIUFShSzbJ5Uo
1341,Carly Pearce,I Hope You’re Happy Now,spotify:track:0Al3wN3keprGTSgG8NBwjr
1342,XXXTENTACION,Hope,spotify:track:63Pr3MqIpk4gCq7dZMdCnG
1343,Gabby Barrett,I Hope (feat. Charlie Puth),spotify:track:5cYFwgA5dHoqR3xGnlr9ew
1344,Joseph Black,(i hope you) miss me,spotify:track:1Zv2jT7iZu98Feqpzhn0nd
1345,Juice WRLD,Reminds Me Of You,spotify:track:5YSHygGN9D0mID1NsVd5my
1346,Van Morrison,Reminds Me of You - Remastered,spotify:track:3W4boAX93J2HRJo8fft8wE
1347,J. Cole,MIDDLE CHILD,spotify:track:2JvzF1RMd7lE3KmFlsyZD8
1348,LMFAO,Reminds Me Of You,spotify:track:402RUhrIiFxtJ2rSovAXuI
