,song,performer,date,chart_position,previous_position,peak,weeks_on_chart,instance,songID,url
14160,High Fashion,Roddy Ricch Featuring Mustard,2020-03-07,25,0,0,0,0,High FashionRoddy Ricch Featuring Mustard,https://www.billboard.com/charts/hot-100/2020-03-07
14161,You Should Be Sad,Halsey,2020-03-07,26,0,0,0,0,You Should Be SadHalsey,https://www.billboard.com/charts/hot-100/2020-03-07
14162,Good As Hell,Lizzo,2020-03-07,27,0,0,0,0,Good As HellLizzo,https://www.billboard.com/charts/hot-100/2020-03-07
14163,Lil Top,YoungBoy Never Broke Again,2020-03-07,28,0,0,0,0,Lil TopYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14164,Falling,Trevor Daniel,2020-03-07,29,0,0,0,0,FallingTrevor Daniel,https://www.billboard.com/charts/hot-100/2020-03-07
14165,Dior,Pop Smoke,2020-03-07,30,0,0,0,0,DiorPop Smoke,https://www.billboard.com/charts/hot-100/2020-03-07
14166,No Guidance,Chris Brown Featuring Drake,2020-03-07,31,0,0,0,0,No GuidanceChris Brown Featuring Drake,https://www.billboard.com/charts/hot-100/2020-03-07
14167,What A Man Gotta Do,Jonas Brothers,2020-03-07,32,0,0,0,0,What A Man Gotta DoJonas Brothers,https://www.billboard.com/charts/hot-100/2020-03-07
14168,Say So,Doja Cat Featuring Nicki Minaj,2020-03-07,33,0,0,0,0,Say SoDoja Cat Featuring Nicki Minaj,https://www.billboard.com/charts/hot-100/2020-03-07
14169,Kinfolks,Sam Hunt,2020-03-07,34,0,0,0,0,KinfolksSam Hunt,https://www.billboard.com/charts/hot-100/2020-03-07
14170,Senorita,Shawn Mendes & Camila Cabello,2020-03-07,35,0,0,0,0,SenoritaShawn Mendes & Camila Cabello,https://www.billboard.com/charts/hot-100/2020-03-07
14171,Bad Guy,Billie Eilish,2020-03-07,36,0,0,0,0,Bad GuyBillie Eilish,https://www.billboard.com/charts/hot-100/2020-03-07
14172,Godzilla,Eminem Featuring Juice WRLD,2020-03-07,37,0,0,0,0,GodzillaEminem Featuring Juice WRLD,https://www.billboard.com/charts/hot-100/2020-03-07
14173,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-03-07,38,0,0,0,0,RITMO (Bad Boys For Life)Black Eyed Peas X J Balvin,https://www.billboard.com/charts/hot-100/2020-03-07
14174,Homesick,Kane Brown,2020-03-07,39,0,0,0,0,HomesickKane Brown,https://www.billboard.com/charts/hot-100/2020-03-07
14175,HIGHEST IN THE ROOM,Travis Scott,2020-03-07,40,0,0,0,0,HIGHEST IN THE ROOMTravis Scott,https://www.billboard.com/charts/hot-100/2020-03-07
14176,Trampoline,SHAED,2020-03-07,41,0,0,0,0,TrampolineSHAED,https://www.billboard.com/charts/hot-100/2020-03-07
14177,One Man Band,Old Dominion,2020-03-07,42,0,0,0,0,One Man BandOld Dominion,https://www.billboard.com/charts/hot-100/2020-03-07
14178,Sucker,Jonas Brothers,2020-03-07,43,0,0,0,0,SuckerJonas Brothers,https://www.billboard.com/charts/hot-100/2020-03-07
14179,I Don't Care,Ed Sheeran & Justin Bieber,2020-03-07,44,0,0,0,0,I Don't CareEd Sheeran & Justin Bieber,https://www.billboard.com/charts/hot-100/2020-03-07
14180,I Hope,Gabby Barrett Featuring Charlie Puth,2020-03-07,45,0,0,0,0,I HopeGabby Barrett Featuring Charlie Puth,https://www.billboard.com/charts/hot-100/2020-03-07
14181,Sum 2 Prove,Lil Baby,2020-03-07,46,0,0,0,0,Sum 2 ProveLil Baby,https://www.billboard.com/charts/hot-100/2020-03-07
14182,Red Eye,YoungBoy Never Broke Again,2020-03-07,47,0,0,0,0,Red EyeYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14183,Only Human,Jonas Brothers,2020-03-07,48,0,0,0,0,Only HumanJonas Brothers,https://www.billboard.com/charts/hot-100/2020-03-07
14184,Make Me Want To,Jimmie Allen,2020-03-07,49,0,0,0,0,Make Me Want ToJimmie Allen,https://www.billboard.com/charts/hot-100/2020-03-07
14185,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",2020-03-07,50,0,0,0,0,"NumbersA Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",https://www.billboard.com/charts/hot-100/2020-03-07
14186,Blueberry Faygo,Lil Mosey,2020-03-07,51,0,0,0,0,Blueberry FaygoLil Mosey,https://www.billboard.com/charts/hot-100/2020-03-07
14187,Slide,H.E.R. Featuring YG,2020-03-07,52,0,0,0,0,SlideH.E.R. Featuring YG,https://www.billboard.com/charts/hot-100/2020-03-07
14188,Tusa,Karol G & Nicki Minaj,2020-03-07,53,0,0,0,0,TusaKarol G & Nicki Minaj,https://www.billboard.com/charts/hot-100/2020-03-07
14189,No Time To Die,Billie Eilish,2020-03-07,54,0,0,0,0,No Time To DieBillie Eilish,https://www.billboard.com/charts/hot-100/2020-03-07
14190,Juicy,Doja Cat & Tyga,2020-03-07,55,0,0,0,0,JuicyDoja Cat & Tyga,https://www.billboard.com/charts/hot-100/2020-03-07
14191,BEST ON EARTH,Russ & BIA,2020-03-07,56,0,0,0,0,BEST ON EARTHRuss & BIA,https://www.billboard.com/charts/hot-100/2020-03-07
14192,Heart On Ice,Rod Wave,2020-03-07,57,0,0,0,0,Heart On IceRod Wave,https://www.billboard.com/charts/hot-100/2020-03-07
14193,Fine By Time,YoungBoy Never Broke Again,2020-03-07,58,0,0,0,0,Fine By TimeYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14194,Bad Bad,YoungBoy Never Broke Again,2020-03-07,59,0,0,0,0,Bad BadYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14195,Knocked Off,YoungBoy Never Broke Again,2020-03-07,60,0,0,0,0,Knocked OffYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14196,To Die For,Sam Smith,2020-03-07,61,0,0,0,0,To Die ForSam Smith,https://www.billboard.com/charts/hot-100/2020-03-07
14197,We Back,Jason Aldean,2020-03-07,62,0,0,0,0,We BackJason Aldean,https://www.billboard.com/charts/hot-100/2020-03-07
14198,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,2020-03-07,63,0,0,0,0,Go StupidPolo G Featuring NLE Choppa & Stunna 4 Vegas,https://www.billboard.com/charts/hot-100/2020-03-07
14199,What She Wants Tonight,Luke Bryan,2020-03-07,64,0,0,0,0,What She Wants TonightLuke Bryan,https://www.billboard.com/charts/hot-100/2020-03-07
14200,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-03-07,65,0,0,0,0,Nobody But YouBlake Shelton Duet With Gwen Stefani,https://www.billboard.com/charts/hot-100/2020-03-07
14201,Suicidal,YNW Melly & Juice WRLD,2020-03-07,66,0,0,0,0,SuicidalYNW Melly & Juice WRLD,https://www.billboard.com/charts/hot-100/2020-03-07
14202,Chasin' You,Morgan Wallen,2020-03-07,67,0,0,0,0,Chasin' YouMorgan Wallen,https://www.billboard.com/charts/hot-100/2020-03-07
14203,I Wish Grandpas Never Died,Riley Green,2020-03-07,68,0,0,0,0,I Wish Grandpas Never DiedRiley Green,https://www.billboard.com/charts/hot-100/2020-03-07
14204,Out West,JACKBOYS Featuring Young Thug,2020-03-07,69,0,0,0,0,Out WestJACKBOYS Featuring Young Thug,https://www.billboard.com/charts/hot-100/2020-03-07
14205,More Hearts Than Mine,Ingrid Andress,2020-03-07,70,0,0,0,0,More Hearts Than MineIngrid Andress,https://www.billboard.com/charts/hot-100/2020-03-07
14206,Moral Of The Story,Ashe Featuring Niall Horan,2020-03-07,71,0,0,0,0,Moral Of The StoryAshe Featuring Niall Horan,https://www.billboard.com/charts/hot-100/2020-03-07
14207,Homemade,Jake Owen,2020-03-07,72,0,0,0,0,HomemadeJake Owen,https://www.billboard.com/charts/hot-100/2020-03-07
14208,Slow Dance In A Parking Lot,Jordan Davis,2020-03-07,73,0,0,0,0,Slow Dance In A Parking LotJordan Davis,https://www.billboard.com/charts/hot-100/2020-03-07
14209,Forever,Justin Bieber Featuring Post Malone & Clever,2020-03-07,74,0,0,0,0,ForeverJustin Bieber Featuring Post Malone & Clever,https://www.billboard.com/charts/hot-100/2020-03-07
14210,I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-03-07,75,0,0,0,0,I Hope You're Happy NowCarly Pearce & Lee Brice,https://www.billboard.com/charts/hot-100/2020-03-07
14211,Know Your Worth,Khalid x Disclosure,2020-03-07,76,0,0,0,0,Know Your WorthKhalid x Disclosure,https://www.billboard.com/charts/hot-100/2020-03-07
14212,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-03-07,77,0,0,0,0,"Whats PoppinJack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",https://www.billboard.com/charts/hot-100/2020-03-07
14213,Dive Bar,Garth Brooks & Blake Shelton,2020-03-07,78,0,0,0,0,Dive BarGarth Brooks & Blake Shelton,https://www.billboard.com/charts/hot-100/2020-03-07
14214,Make No Sense,YoungBoy Never Broke Again,2020-03-07,79,0,0,0,0,Make No SenseYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14215,RIP Lil Phat,YoungBoy Never Broke Again,2020-03-07,80,0,0,0,0,RIP Lil PhatYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14216,Catch,Brett Young,2020-03-07,81,0,0,0,0,CatchBrett Young,https://www.billboard.com/charts/hot-100/2020-03-07
14217,Before You Go,Lewis Capaldi,2020-03-07,82,0,0,0,0,Before You GoLewis Capaldi,https://www.billboard.com/charts/hot-100/2020-03-07
14218,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,2020-03-07,83,0,0,0,0,TOESDaBaby Featuring Lil Baby & Moneybagg Yo,https://www.billboard.com/charts/hot-100/2020-03-07
14219,My Time,BTS,2020-03-07,84,0,0,0,0,My TimeBTS,https://www.billboard.com/charts/hot-100/2020-03-07
14220,Long RD,YoungBoy Never Broke Again,2020-03-07,85,0,0,0,0,Long RDYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14221,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2020-03-07,86,0,0,0,0,South Of The BorderEd Sheeran Featuring Camila Cabello & Cardi B,https://www.billboard.com/charts/hot-100/2020-03-07
14222,Filter,BTS,2020-03-07,87,0,0,0,0,FilterBTS,https://www.billboard.com/charts/hot-100/2020-03-07
14223,P*$$y Fairy (OTW),Jhene Aiko,2020-03-07,88,0,0,0,0,P*$$y Fairy (OTW)Jhene Aiko,https://www.billboard.com/charts/hot-100/2020-03-07
14224,Bat Man,YoungBoy Never Broke Again,2020-03-07,89,0,0,0,0,Bat ManYoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-03-07
14225,homecoming queen?,Kelsea Ballerini,2020-03-07,90,0,0,0,0,homecoming queen?Kelsea Ballerini,https://www.billboard.com/charts/hot-100/2020-03-07
14226,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2020-03-07,91,0,0,0,0,HeartlessDiplo Presents Thomas Wesley Featuring Morgan Wallen,https://www.billboard.com/charts/hot-100/2020-03-07
14227,The Man,Taylor Swift,2020-03-07,92,0,0,0,0,The ManTaylor Swift,https://www.billboard.com/charts/hot-100/2020-03-07
14228,Shake The Room,Pop Smoke Featuring Quavo,2020-03-07,93,0,0,0,0,Shake The RoomPop Smoke Featuring Quavo,https://www.billboard.com/charts/hot-100/2020-03-07
14229,Rare,Selena Gomez,2020-03-07,94,0,0,0,0,RareSelena Gomez,https://www.billboard.com/charts/hot-100/2020-03-07
14230,Come Thru,Summer Walker & Usher,2020-03-07,95,0,0,0,0,Come ThruSummer Walker & Usher,https://www.billboard.com/charts/hot-100/2020-03-07
14231,Ridin' Roads,Dustin Lynch,2020-03-07,96,0,0,0,0,Ridin' RoadsDustin Lynch,https://www.billboard.com/charts/hot-100/2020-03-07
14232,Me And My Guitar,A Boogie Wit da Hoodie,2020-03-07,97,0,0,0,0,Me And My GuitarA Boogie Wit da Hoodie,https://www.billboard.com/charts/hot-100/2020-03-07
14233,Feel Me,Selena Gomez,2020-03-07,98,0,0,0,0,Feel MeSelena Gomez,https://www.billboard.com/charts/hot-100/2020-03-07
14234,Vete,Bad Bunny,2020-03-07,99,0,0,0,0,VeteBad Bunny,https://www.billboard.com/charts/hot-100/2020-03-07
14235,SUGAR,BrockHampton,2020-03-07,100,0,0,0,0,SUGARBrockHampton,https://www.billboard.com/charts/hot-100/2020-03-07
14236,The Box,Roddy Ricch,2020-02-29,1,0,0,0,0,The BoxRoddy Ricch,https://www.billboard.com/charts/hot-100/2020-02-29
14237,Life Is Good,Future Featuring Drake,2020-02-29,2,0,0,0,0,Life Is GoodFuture Featuring Drake,https://www.billboard.com/charts/hot-100/2020-02-29
14238,Circles,Post Malone,2020-02-29,3,0,0,0,0,CirclesPost Malone,https://www.billboard.com/charts/hot-100/2020-02-29
14239,Dance Monkey,Tones And I,2020-02-29,4,0,0,0,0,Dance MonkeyTones And I,https://www.billboard.com/charts/hot-100/2020-02-29
14240,Don't Start Now,Dua Lipa,2020-02-29,5,0,0,0,0,Don't Start NowDua Lipa,https://www.billboard.com/charts/hot-100/2020-02-29
14241,Roxanne,Arizona Zervas,2020-02-29,6,0,0,0,0,RoxanneArizona Zervas,https://www.billboard.com/charts/hot-100/2020-02-29
14242,Memories,Maroon 5,2020-02-29,7,0,0,0,0,MemoriesMaroon 5,https://www.billboard.com/charts/hot-100/2020-02-29
14243,Someone You Loved,Lewis Capaldi,2020-02-29,8,0,0,0,0,Someone You LovedLewis Capaldi,https://www.billboard.com/charts/hot-100/2020-02-29
14244,Intentions,Justin Bieber Featuring Quavo,2020-02-29,9,0,0,0,0,IntentionsJustin Bieber Featuring Quavo,https://www.billboard.com/charts/hot-100/2020-02-29
14245,Blinding Lights,The Weeknd,2020-02-29,10,0,0,0,0,Blinding LightsThe Weeknd,https://www.billboard.com/charts/hot-100/2020-02-29
14246,Yummy,Justin Bieber,2020-02-29,11,0,0,0,0,YummyJustin Bieber,https://www.billboard.com/charts/hot-100/2020-02-29
14247,Everything I Wanted,Billie Eilish,2020-02-29,12,0,0,0,0,Everything I WantedBillie Eilish,https://www.billboard.com/charts/hot-100/2020-02-29
14248,"10,000 Hours",Dan + Shay & Justin Bieber,2020-02-29,13,0,0,0,0,"10,000 HoursDan + Shay & Justin Bieber",https://www.billboard.com/charts/hot-100/2020-02-29
14249,Heartless,The Weeknd,2020-02-29,14,0,0,0,0,HeartlessThe Weeknd,https://www.billboard.com/charts/hot-100/2020-02-29
14250,Hot Girl Bummer,blackbear,2020-02-29,15,0,0,0,0,Hot Girl Bummerblackbear,https://www.billboard.com/charts/hot-100/2020-02-29
14251,No Time To Die,Billie Eilish,2020-02-29,16,0,0,0,0,No Time To DieBillie Eilish,https://www.billboard.com/charts/hot-100/2020-02-29
14252,Ballin',Mustard & Roddy Ricch,2020-02-29,17,0,0,0,0,Ballin'Mustard & Roddy Ricch,https://www.billboard.com/charts/hot-100/2020-02-29
14253,BOP,DaBaby,2020-02-29,18,0,0,0,0,BOPDaBaby,https://www.billboard.com/charts/hot-100/2020-02-29
14254,The Bones,Maren Morris,2020-02-29,19,0,0,0,0,The BonesMaren Morris,https://www.billboard.com/charts/hot-100/2020-02-29
14255,Adore You,Harry Styles,2020-02-29,20,0,0,0,0,Adore YouHarry Styles,https://www.billboard.com/charts/hot-100/2020-02-29
14256,Lose You To Love Me,Selena Gomez,2020-02-29,21,0,0,0,0,Lose You To Love MeSelena Gomez,https://www.billboard.com/charts/hot-100/2020-02-29
14257,Good As Hell,Lizzo,2020-02-29,22,0,0,0,0,Good As HellLizzo,https://www.billboard.com/charts/hot-100/2020-02-29
14258,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",2020-02-29,23,0,0,0,0,"NumbersA Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",https://www.billboard.com/charts/hot-100/2020-02-29
14259,Forever,Justin Bieber Featuring Post Malone & Clever,2020-02-29,24,0,0,0,0,ForeverJustin Bieber Featuring Post Malone & Clever,https://www.billboard.com/charts/hot-100/2020-02-29
14260,My Oh My,Camila Cabello Featuring DaBaby,2020-02-29,25,0,0,0,0,My Oh MyCamila Cabello Featuring DaBaby,https://www.billboard.com/charts/hot-100/2020-02-29
14261,High Fashion,Roddy Ricch Featuring Mustard,2020-02-29,26,0,0,0,0,High FashionRoddy Ricch Featuring Mustard,https://www.billboard.com/charts/hot-100/2020-02-29
14262,Falling,Trevor Daniel,2020-02-29,27,0,0,0,0,FallingTrevor Daniel,https://www.billboard.com/charts/hot-100/2020-02-29
14263,Woah,Lil Baby,2020-02-29,28,0,0,0,0,WoahLil Baby,https://www.billboard.com/charts/hot-100/2020-02-29
14264,You Should Be Sad,Halsey,2020-02-29,29,0,0,0,0,You Should Be SadHalsey,https://www.billboard.com/charts/hot-100/2020-02-29
14265,Bad Guy,Billie Eilish,2020-02-29,30,0,0,0,0,Bad GuyBillie Eilish,https://www.billboard.com/charts/hot-100/2020-02-29
14266,No Guidance,Chris Brown Featuring Drake,2020-02-29,31,0,0,0,0,No GuidanceChris Brown Featuring Drake,https://www.billboard.com/charts/hot-100/2020-02-29
14267,Senorita,Shawn Mendes & Camila Cabello,2020-02-29,32,0,0,0,0,SenoritaShawn Mendes & Camila Cabello,https://www.billboard.com/charts/hot-100/2020-02-29
14268,What A Man Gotta Do,Jonas Brothers,2020-02-29,33,0,0,0,0,What A Man Gotta DoJonas Brothers,https://www.billboard.com/charts/hot-100/2020-02-29
14269,Kinfolks,Sam Hunt,2020-02-29,34,0,0,0,0,KinfolksSam Hunt,https://www.billboard.com/charts/hot-100/2020-02-29
14270,HIGHEST IN THE ROOM,Travis Scott,2020-02-29,35,0,0,0,0,HIGHEST IN THE ROOMTravis Scott,https://www.billboard.com/charts/hot-100/2020-02-29
14271,Godzilla,Eminem Featuring Juice WRLD,2020-02-29,36,0,0,0,0,GodzillaEminem Featuring Juice WRLD,https://www.billboard.com/charts/hot-100/2020-02-29
14272,Trampoline,SHAED,2020-02-29,37,0,0,0,0,TrampolineSHAED,https://www.billboard.com/charts/hot-100/2020-02-29
14273,One Man Band,Old Dominion,2020-02-29,38,0,0,0,0,One Man BandOld Dominion,https://www.billboard.com/charts/hot-100/2020-02-29
14274,I Don't Care,Ed Sheeran & Justin Bieber,2020-02-29,39,0,0,0,0,I Don't CareEd Sheeran & Justin Bieber,https://www.billboard.com/charts/hot-100/2020-02-29
14275,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-02-29,40,0,0,0,0,RITMO (Bad Boys For Life)Black Eyed Peas X J Balvin,https://www.billboard.com/charts/hot-100/2020-02-29
14276,Sucker,Jonas Brothers,2020-02-29,41,0,0,0,0,SuckerJonas Brothers,https://www.billboard.com/charts/hot-100/2020-02-29
14277,Only Human,Jonas Brothers,2020-02-29,42,0,0,0,0,Only HumanJonas Brothers,https://www.billboard.com/charts/hot-100/2020-02-29
14278,Homesick,Kane Brown,2020-02-29,43,0,0,0,0,HomesickKane Brown,https://www.billboard.com/charts/hot-100/2020-02-29
14279,I Hope,Gabby Barrett Featuring Charlie Puth,2020-02-29,44,0,0,0,0,I HopeGabby Barrett Featuring Charlie Puth,https://www.billboard.com/charts/hot-100/2020-02-29
14280,Truth Hurts,Lizzo,2020-02-29,45,0,0,0,0,Truth HurtsLizzo,https://www.billboard.com/charts/hot-100/2020-02-29
14281,To Die For,Sam Smith,2020-02-29,46,0,0,0,0,To Die ForSam Smith,https://www.billboard.com/charts/hot-100/2020-02-29
14282,Tusa,Karol G & Nicki Minaj,2020-02-29,47,0,0,0,0,TusaKarol G & Nicki Minaj,https://www.billboard.com/charts/hot-100/2020-02-29
14283,g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",2020-02-29,48,0,0,0,0,"g n f (Give No Fxk)Migos, Young Thug & Travis Scott",https://www.billboard.com/charts/hot-100/2020-02-29
14284,Dior,Pop Smoke,2020-02-29,49,0,0,0,0,DiorPop Smoke,https://www.billboard.com/charts/hot-100/2020-02-29
14285,Sum 2 Prove,Lil Baby,2020-02-29,50,0,0,0,0,Sum 2 ProveLil Baby,https://www.billboard.com/charts/hot-100/2020-02-29
14286,Say So,Doja Cat Featuring Nicki Minaj,2020-02-29,51,0,0,0,0,Say SoDoja Cat Featuring Nicki Minaj,https://www.billboard.com/charts/hot-100/2020-02-29
14287,Juicy,Doja Cat & Tyga,2020-02-29,52,0,0,0,0,JuicyDoja Cat & Tyga,https://www.billboard.com/charts/hot-100/2020-02-29
14288,Make Me Want To,Jimmie Allen,2020-02-29,53,0,0,0,0,Make Me Want ToJimmie Allen,https://www.billboard.com/charts/hot-100/2020-02-29
14289,Blueberry Faygo,Lil Mosey,2020-02-29,54,0,0,0,0,Blueberry FaygoLil Mosey,https://www.billboard.com/charts/hot-100/2020-02-29
14290,Slide,H.E.R. Featuring YG,2020-02-29,55,0,0,0,0,SlideH.E.R. Featuring YG,https://www.billboard.com/charts/hot-100/2020-02-29
14291,Suicidal,YNW Melly & Juice WRLD,2020-02-29,56,0,0,0,0,SuicidalYNW Melly & Juice WRLD,https://www.billboard.com/charts/hot-100/2020-02-29
14292,BEST ON EARTH,Russ & BIA,2020-02-29,57,0,0,0,0,BEST ON EARTHRuss & BIA,https://www.billboard.com/charts/hot-100/2020-02-29
14293,Me And My Guitar,A Boogie Wit da Hoodie,2020-02-29,58,0,0,0,0,Me And My GuitarA Boogie Wit da Hoodie,https://www.billboard.com/charts/hot-100/2020-02-29
14294,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,2020-02-29,59,0,0,0,0,South Of The BorderEd Sheeran Featuring Camila Cabello & Cardi B,https://www.billboard.com/charts/hot-100/2020-02-29
14295,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,2020-02-29,60,0,0,0,0,Go StupidPolo G Featuring NLE Choppa & Stunna 4 Vegas,https://www.billboard.com/charts/hot-100/2020-02-29
14296,Heart On Ice,Rod Wave,2020-02-29,61,0,0,0,0,Heart On IceRod Wave,https://www.billboard.com/charts/hot-100/2020-02-29
14297,Bandit,Juice WRLD & YoungBoy Never Broke Again,2020-02-29,62,0,0,0,0,BanditJuice WRLD & YoungBoy Never Broke Again,https://www.billboard.com/charts/hot-100/2020-02-29
14298,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-02-29,63,0,0,0,0,Nobody But YouBlake Shelton Duet With Gwen Stefani,https://www.billboard.com/charts/hot-100/2020-02-29
14299,What She Wants Tonight,Luke Bryan,2020-02-29,64,0,0,0,0,What She Wants TonightLuke Bryan,https://www.billboard.com/charts/hot-100/2020-02-29
14300,I Hope You're Happy Now,Carly Pearce & Lee Brice,2020-02-29,65,0,0,0,0,I Hope You're Happy NowCarly Pearce & Lee Brice,https://www.billboard.com/charts/hot-100/2020-02-29
14301,Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,2020-02-29,66,0,0,0,0,Might Not Give UpA Boogie Wit da Hoodie Featuring Young Thug,https://www.billboard.com/charts/hot-100/2020-02-29
14302,I Wish Grandpas Never Died,Riley Green,2020-02-29,67,0,0,0,0,I Wish Grandpas Never DiedRiley Green,https://www.billboard.com/charts/hot-100/2020-02-29
14303,Out West,JACKBOYS Featuring Young Thug,2020-02-29,68,0,0,0,0,Out WestJACKBOYS Featuring Young Thug,https://www.billboard.com/charts/hot-100/2020-02-29
14304,We Back,Jason Aldean,2020-02-29,69,0,0,0,0,We BackJason Aldean,https://www.billboard.com/charts/hot-100/2020-02-29
